22,0.04584,day today oct sept october thursday september wednesday friday saturday sunday weather tuesday monday nov afternoon morning work good usual 
23,0.02115,sea passed land coast island miles side sight bay town red islands port morning aden cape small close day mountains 
24,0.00621,gun enemy fired night m.g guns coy road fire rounds machine p.m roads day position n.c.os lieut line report artillery 
25,0.04218,sea deck day ship boat night weather morning board passed rough calm wind miles today hot water good port land 
26,0.0364,church place built building beautiful stone walls fine years cathedral inside room high wall round great ancient large visited wonderful 
27,0.00561,lieut machines machine pilot squadron air flying enemy aerodrome observer capt a.f.c bristol pilots reconnaissance m.c wing r.a.f number aircraft 
28,0.00583,wher camp internees wich internee hawe military pris day soldiers compound comandant issued guard owing australia german made police recieved 
29,0.02895,leave camp days home train back day london pass left arrive sydney night liverpool granted time return till pay january 
30,0.00328,men rations baked n.c.o's unit hospital temp man bakery n.c.o.'s leave rejoined flour ovens strength bakeries dough evacuated bread deg 
31,0.01933,p.m day miss a.m tea home sister duty sisters matron friday mrs saturday wednesday ward tuesday bed monday sunday lovely 
32,0.0142,buried post grave picture card died graves cemetery white black cross postcard burial crosses soldiers funeral photograph military body colour 
33,0.01063,message image map wireless sketch indecipherable messages telephone station signal signed morse code place showing signals set aaa note signalling 
34,0.03191,wounded leg arm wound man poor hospital wounds left died men blood head badly bullet shell case hit killed cases 
35,0.01408,paris hotel french place rue indecipherable opera cafe dinner des visit walked club gare find grand palace france visited city 
36,0.00942,troops port miles british alexandria a.m ships p.m left submarine passed destroyers convoy transport ship board cargo sunk war submarines 
37,0.02089,men man officer sentry good back officers asked looked called captain australian charge private wanted soldier replied passed australians line 
38,0.00834,col major fuller cairo brigade camp left regiment capt men returned squadron officers lieu kantara horse arrived l.h regt train 
39,0.0512,men officers battalion australian brigade division corps officer army field major work company service staff unit artillery infantry training general 
40,0.07761,men officer told asked officers man put found made time order charge leave case military major called make colonel gave 
41,0.03274,french village house people room place billet farm houses town billets beer small women coffee english wine church billeted street 
42,0.02355,cairo egypt nile heliopolis pyramids camp alexandria mena egyptian desert native hotel gardens sphinx natives tram donkeys train city sand 
43,0.01167,good letter p.m night girls letters sydney hope nash hospital day cairo egypt morning australia joseph kitty dear john a.m 
44,0.05413,feet side top long small sand end front ground iron high head put cut round made inches stone wire piece 
45,0.01803,rain fine morning day hot html wind dust afternoon storm heavy blowing paddock round night cool middle warm thunder evening 
46,0.01286,home wrote dad ellis mum recd letter write george meet letters mrs indecipherable day lovely night play walk bed harry 
47,0.08351,tea afternoon good back home dinner time met evening town spent morning walk place room returned nice car made found 
48,0.01024,turned p.m a.m till breakfast dinner tea fed rested camp camels cleaned fell returned stand guard day saddled night hot 
49,0.02843,horses horse lines harness cleaning left mules morning camp stables wagon road back day night battery a.m wagons transport waggons 
50,0.04019,road shell wood place shells dead village ground left german ypres trenches holes ruins bapaume blown roads line side guns 
51,0.013,indecipherable february home usual today bed january stables horses revielle day mail night arrived back cairo tomorrow tuesday wks tea 
52,0.00636,book tonight today read books night mail reading yesterday poems full morning boche back early frank half afternoon long march 
53,0.02115,london park house bus palace theatre strand victoria square abbey westminster tube hotel bank bridge edinburgh place street cross castle 
54,0.16246,time good days day back long work things place week leave weather pretty months great bit lot france ago don't 
55,0.04603,afternoon day church sunday morning parade fine service evening tea night monday good saturday feb html dinner friday tuesday home 
56,0.07155,transcribed page previous blank south wales state library n/a spelt error notes possibly transcriber's misspelt photograph judy html pages gimbert 
57,0.01726,dec xmas december day christmas year jan eve dinner spent nov january home merry pudding plum good years happy parcels 
58,0.02553,general gen col major brigade birdwood bde l.h staff sir officers inspected capt div command division colonel troops visited war 
59,0.03104,pte mrs sgt miss indecipherable capt batt coy cpl killed lieut smith anzac jack sydney hill father c/o brown wilson 
60,0.07565,war life god world man men years day home great heart long death land days face mind people dear australia 
61,0.03112,port left ship board boat melbourne arrived wharf ashore sydney p.m troops leave harbour aboard a.m day colombo sea men 
62,0.01065,gas jan helmets mar helmet alarm masks steel put tear box lecture shells mask eyes attack school issued respirators feb 
63,0.0426,miles marched village left march amiens moved albert town somme road billets passed motor back arrived move aug line omer 
64,0.01094,stop turks troops landing anzac position august division telegraph ashmead bay suvla turkish attack army gallipoli helles dardanelles positions hill 
65,0.04681,town city fine place streets large people buildings round street houses big soldiers good places building main shops tram beautiful 
66,0.02538,letter received book dated letters shorthand today written wife post photos jan paper evening reading wrote feb diary card end 
67,0.21579,time men work great made fact make war part present good number man large times days life long military point 
68,0.03416,boat ship boats board water harbour ashore ships aboard lemnos island shore troops beach sea transports alongside alexandria landing small 
69,0.04045,line night front trenches trench back battalion relieved day company party fritz moved left coy fatigue work firing time dug 
70,0.08411,guns night fritz shells planes bombs shell day dropped morning fire enemy gun air big artillery machine aeroplanes german bombardment 
71,0.05551,line enemy attack front guns position prisoners heavy men advance artillery captured bde troops left forward casualties made division infantry 
72,0.0553,hospital sick patients ward doctor bed feeling day cases wounded sister bad medical morning nurses back days put men sisters 
73,0.14561,good don't time back lot things bit boys chap chaps big thing pretty round night put bad told i'm didn't 
74,0.02364,diary sydney pages france australia battalion australian gallipoli august egypt private note england served written october war april service field 
75,0.06116,letters letter received mail dear home mother time write wrote news days writing week written papers parcel hear hope long 
76,0.01688,wed mon sun sat margin tues fri note thurs june left nov indecipherable capt to-day july wrote mater sep molly 
77,0.01653,mrs wife married years lady children dear girl young women family soldiers girls mother wives woman husband english people father 
78,0.05029,mud night rain wet cold water feet men sleep line heavy miles dark ground hours road trenches raining morning made 
79,0.01786,australian military force sir australia imperial melbourne office war records commonwealth letter dear base forces copy a.i.f department received general 
80,0.02753,played won football sports game match afternoon cricket day good playing team race held boxing play today games great cards 
81,0.02315,morning oclock today tonight back afternoon night good put camp time received regt duty lads yesterday signalling till troop dinner 
82,0.00875,day letter night sat fine wed mother fri tues sun quiet mon letters thur aug rec mrs posted writing m.s 
83,0.01507,love father letter son dear time loving write don't address hope close rid home letters mail leo london france dearest 
84,0.01573,train engine line railway trucks back arrived depot left large run load motor station road work engines yard driver lorry 
85,0.07365,camp move orders men morning ready night day tents tent arrived time march blankets kit order leave pack a.m left 
86,0.03779,day bed till morning tea evening good home dinner breakfast afternoon sleep slept night back fine spent early read wrote 
87,0.0505,sun sky light white great blue beautiful dark clouds air night lights grey bright moon black red green scene long 
88,0.1325,time found back hour minutes made half thought started long turned night coming round place heard left till passed side 
89,0.01534,school french english work good class total college read books reading knowledge man university years fair sick study book interesting 
90,0.01695,sydney australia envelope mrs n.s.w service ferguson active justice street court reverse wales supreme south field post censor king postcard 
91,0.01476,kms indecipherable crossed today dolly joe hope notes wife men laura august friday cairo wednesday diary thursday paragraph letters mother 
92,0.00433,today officers tonight played recd room bridge sleep camp foot german indecipherable leg marks july dressed mng parcels french letter 
93,0.04495,love hope dear letter write mother time good i'm home loving send son letters nice give don't glad father mrs 
94,0.05415,cold night day morning snow weather rain today wind heavy pay fine raining yesterday frost sunday blowing wednesday friday monday 
95,0.0136,water engine oil electric tank tanks small supply petrol fire drinking bottles bottle coal plant wells pump large fires hot 
96,0.02801,pair boots clothes socks bath clean issued day put hot water shirt soap issue clothing wash washing baths shirts warm 
97,0.04253,trench men shell gun machine fire shot line shells trenches wounded killed rifle back man front german guns dead hit 
98,0.01707,camp salisbury weymouth london france left hut tidworth england sutton back arrived draft veny training hill downs perham leave depot 
99,0.06105,day july june april friday monday tuesday thursday sunday wednesday saturday night morning afternoon august march good p.m home hot 
